barcode,
3830059801290,
856720007382,
51381914028,
843389000298,
4020829044302,
753950000803,
768990567803,
3401529524201,
18787762165,
856720007016,
3401398426286,
5060539730170,
4020829044296,
33674410714,
8112520119314,
843389000519,
3401597813870,
856720007023,
3401098489505,
4001638501408,
4020829044272,
97467050914,
768990017100,
811252014321,
3401599118492,
856720007412,
83926249005,
843389000311,
894077002513,
4020829044340,
5060209112336,
701619100951,
8010047194527,
3401598026231,
9327693000218,
9349093004320,
793573527509,
843389000113,
5034938500016,
3800500324265,
61007001155,
706611876514,
843389000106,
5034938500023,
4020829007802,
3800500324555,
318858501489,
4020829008342,
636874220024,
97467046788,
656727903263,
612194450006,
4020829077461,
768990017759,
3401560147728,
51381885199,
5412533001075,
5060142010195,
4001638075114,
768990301704,
51381887087,
5060142010980,
4673802489326,
306960511540,
51381885175,
5412533418354,
5029354001353,
4020829068506,
5029354012687,
78522083276,
706611876484,
637792800503,
77326655252,
4020829072565,
5029354010355,
30985014853,
608866922742,
637792122605,
5391520230769,
77326614259,
4020829041318,
77326830796,
608866922735,
637792950109,
4020829025325,
5060304750150,
5060209110165,
5029354008444,
9789811156601,
634158845314,
805002000375,
4020829007222,
78522015208,
9327693006890,
5060062990263,
5391520230608,
5060148521862,
608866922704,
9335607000308,
5573063264849,
859139006076,
9327693006883,
3830059800828,
5391520230462,
811252010057,
634158845307,
9351347000095,
9327693006913,
3830059801450,
5391520230509,
811252012136,
608866922681,
5412533003703,
77326834114,
4020829007284,
77326832134,
5034511001824,
97467299788,
608866922711,
9338598000043,
636874120874,
4020829007161,
78522015109,
9311262006008,
3830059800835,
66427670004,
811252014871,
8010047115058,
843389000076,
78522015406,
811252014840,
812659011074,
8010047114969,
78522015000,
654749453759,
354973751637,
843389000052,
3830059800316,
3759002,
9351347000033,
9327693006906,
3830059801467,
318858533183,
5391520231285,
811252014864,
608866922759,
843389000069,
609863047049,
97467039506,
9327693006975,
41507070059,
5000488105247,
96125861,
5029354002053,
9416114003102,
83851204186,
9327693006968,
5060148520315,
41507070080,
9416114003256,
899696002951,
8112520136076,
4020829044821,
5029354005078,
5060452490922,
9416114003355,
733739026446,
5765228836491,
3830059801238,
5391520231513,
5060148520186,
4001638096638,
626232440935,
5391520231094,
371402306015,
639844110219,
3830059800354,
811252011269,
5034511000490,
9062300124092,
751063403306,
859975002010,
3830059801252,
66427620009,
4001638096515,
5391520231087,
5060121920002,
811252011221,
4020829045149,
77326833773,
751063996211,
859975002058,
3830059801245,
97467299696,
302190308165,
3830059800798,
808124700628,
811252011177,
4020829045118,
46352006949,
859975002034,
3830059801221,
97467299214,
4025089080886,
5060053022225,
811252011412,
5034511000476,
819573013047,
5013455080669,
97467039575,
859975020649,
3830059801269,
810487030656,
41507070073,
4001638098311,
5391520231070,
8112520142466,
8112520120136,
641528005483,
8112520141308,
4020829044203,
768990301605,
636874040806,
812659012927,
94841255156,
811252011498,
811252013348,
97467250055,
4001638099226,
308078503905,
8112520140622,
15794034957,
8010047112972,
97467299641,
793591568386,
811252011726,
5391520230615,
4020829044449,
97467299542,
51381906092,
9416114003058,
4020829045286,
97467044401,
97467299849,
51381911706,
9416114003034,
705692803303,
97467299740,
371401009603,
811252011474,
5391520231490,
811252013379,
51381911966,
9416114003065,
8809306650610,
5024848001161,
3830059800323,
33984033511,
8809306650016,
630125951859,
8112520122598,
4020829007116,
5702071364214,
8809306650412,
318858560011,
811252013515,
6,
811252014239,
5391520231049,
4020829013902,
645782172257,
30985087406,
76970443796,
9344060001272,
78522040118,
8112520129078,
5391520230530,
4020829006423,
645782172134,
30985087307,
612194440007,
41954030002,
9344060000329,
78522040316,
811252013249,
86449550757,
645782172097,
5029354008505,
612194420009,
797311090102,
9349093000131,
811252014246,
5391520230677,
4020829007086,
5029066081803,
83926245007,
3830059800361,
5702071364344,
9344060000404,
86449316612,
308078253978,
612194430008,
5060426631184,
636874040813,
786648081211,
612194410000,
5060238480062,
636874040943,
5060164450016,
4020829004887,
811252013232,
86449300062,
609280300024,
879322003606,
612194460005,
5060238480055,
654749363096,
4020829011922,
7070866013400,
9312628060061,
9416114050205,
86449119916,
843389000243,
4020829008762,
9329298002161,
86449002256,
4895164311675,
732913450008,
7070866027872,
5060302240066,
46985017053,
608503010146,
4020829062627,
7070866013462,
9312628060269,
732913451074,
79911034855,
843389000199,
782126003409,
3830059800347,
8112520125490,
843389000212,
811252017384,
782126003607,
3830059800385,
5028816000170,
811252010958,
654749351550,
3830059801542,
9340456004308,
86449300031,
843389000205,
7070866025991,
5028816001207,
5018741012010,
371401011606,
782126003126,
4020829005648,
636519342296,
654749351581,
5025042026790,
5029354002718,
5018741012027,
751063305501,
654749351086,
782126003140,
5029354002657,
811252010743,
5060164450276,
654749351055,
782126003508,
3830059801559,
51381921163,
751063395922,
782126003072,
5034511000261,
5034511005068,
51381921101,
47469059644,
782126003256,
5029354002640,
5024155000963,
51381921118,
5025042027162,
782126203137,
636519322922,
5000477893087,
751063997522,
811252017391,
4020829005259,
612194480003,
83000266201,
782126002006,
9332059000023,
50505319,
700596000001,
782126002020,
645782172172,
9332059000733,
79565006406,
5025042026875,
51381921132,
5025042027148,
782126001009,
38435480043,
811252013317,
5034511005051,
782126003003,
859975002614,
811252013294,
706611876477,
4260338220013,
5765228836514,
5025042026851,
9332059000016,
782126003003,
859975020793,
77326980309,
808124700635,
5025042030636,
811252013409,
18788203322,
8016887000110,
811252010804,
5025042026844,
354973522411,
859975002041,
9317241006212,
843389000267,
354973644014,
5034831000378,
859975002027,
9327580001021,
5060539730187,
811252017469,
8010047113566,
706611876538,
859975002065,
5060539730224,
8010047119537,
608866922773,
782126008008,
612194470004,
608866922780,
50505357,
858438005070,
782126009005,
3800500324050,
5060539730002,
8010047119575,
5025042027247,
8010047115065,
853049001596,
83800035731,
8010047113603,
631740010136,
5034511000254,
54986002541,
50505333,
8010047115072,
51381912949,
83800035748,
8010047113511,
5391520230622,
5034511001831,
5060169460386,
51381921156,
8010047114976,
702346006851,
811252014383,
5060169467354,
608866922766,
83800035717,
631740010150,
5018741012034,
811252017407,
811252016455,
